,% Votes obtained - Votes obtenus %,Appartenance politique,Electoral district name,Electoral district number - Numéro de la circonscription,Given name - Prénom,Middle name(s) - Autre(s) prénom(s),Nom de la circonscription,Political affiliation,Province,Rejected ballots - Bulletins rejetés***,Surname - Nom de famille,Total number of ballots cast - Nombre total de votes déposés,Type de résultats**,Type of results*,Votes obtained - Votes obtenus
466,49.7,Libéral,Mississauga--Erin Mills,35060,Iqra,,Mississauga--Erin Mills,Liberal,Ontario,245,Khalid,55592,validés,validated,27520
467,1.6,Parti Vert,Mississauga--Erin Mills,35060,Andrew,,Mississauga--Erin Mills,Green Party,Ontario,245,Roblin,55592,validés,validated,905
468,2.2,Parti Vert,Edmonton Mill Woods,48017,Ralph,,Edmonton Mill Woods,Green Party,Alberta,263,McLean,49744,validés,validated,1101
469,.8,Libertarien,Edmonton Mill Woods,48017,Allen K.W.,,Edmonton Mill Woods,Libertarian,Alberta,263,Paley,49744,validés,validated,398
470,.6,Parti de l'Héritage Chrétien,Edmonton Mill Woods,48017,Peter,,Edmonton Mill Woods,Christian Heritage Party,Alberta,263,Downing,49744,validés,validated,283
471,12.8,NPD-Nouveau Parti démocratique,Edmonton Mill Woods,48017,Jasvir,,Edmonton Mill Woods,NDP-New Democratic Party,Alberta,263,Deol,49744,validés,validated,6326
472,.2,Communiste,Edmonton Mill Woods,48017,Naomi,,Edmonton Mill Woods,Communist,Alberta,263,Rankin,49744,validés,validated,95
473,41.1,Conservateur,Edmonton Mill Woods,48017,Tim,,Edmonton Mill Woods,Conservative,Alberta,263,Uppal,49744,validés,validated,20319
474,1.1,Indépendant,Edmonton Mill Woods,48017,Colin,,Edmonton Mill Woods,Independent,Alberta,263,Stubbs,49744,validés,validated,561
475,41.2,Libéral,Edmonton Mill Woods,48017,Amarjeet,,Edmonton Mill Woods,Liberal,Alberta,263,Sohi,49744,validés,validated,20398
476,23.2,Libéral,Charlesbourg--Haute-Saint-Charles,24019,Jean,,Charlesbourg--Haute-Saint-Charles,Liberal,Quebec,866,Côté,59122,validés,validated,13525
477,2.2,Parti Vert,Charlesbourg--Haute-Saint-Charles,24019,Nathalie,,Charlesbourg--Haute-Saint-Charles,Green Party,Quebec,866,Baudet,59122,validés,validated,1256
478,20.1,NPD-Nouveau Parti démocratique,Charlesbourg--Haute-Saint-Charles,24019,Anne-Marie,,Charlesbourg--Haute-Saint-Charles,NDP-New Democratic Party,Quebec,866,Day,59122,validés,validated,11690
479,12.3,Bloc Québécois,Charlesbourg--Haute-Saint-Charles,24019,Marc Antoine,,Charlesbourg--Haute-Saint-Charles,Bloc Québécois,Quebec,866,Turmel,59122,validés,validated,7177
480,42.2,Conservateur,Charlesbourg--Haute-Saint-Charles,24019,Pierre,,Charlesbourg--Haute-Saint-Charles,Conservative,Quebec,866,Paul-Hus,59122,validés,validated,24608
481,39,Libéral,Shefford,24072,Pierre,,Shefford,Liberal,Quebec,1299,Breton,60219,validés,validated,22957
482,22.2,Bloc Québécois,Shefford,24072,Jocelyn,,Shefford,Bloc Québécois,Quebec,1299,Beaudoin,60219,validés,validated,13092
483,12.8,Conservateur,Shefford,24072,Sylvie,,Shefford,Conservative,Quebec,1299,Fontaine,60219,validés,validated,7529
484,2.4,Parti Vert,Shefford,24072,Simon,,Shefford,Green Party,Quebec,1299,McMillan,60219,validés,validated,1397
485,23.7,NPD-Nouveau Parti démocratique,Shefford,24072,Claire,,Shefford,NDP-New Democratic Party,Quebec,1299,Mailhot,60219,validés,validated,13945
486,34.1,NPD-Nouveau Parti démocratique,Desnethé--Missinippi--Churchill River,47003,Georgina,,Desnethé--Missinippi--Rivière Churchill,NDP-New Democratic Party,Saskatchewan,169,Jolibois,30360,validés,validated,10300
487,30.2,Conservateur,Desnethé--Missinippi--Churchill River,47003,Rob,,Desnethé--Missinippi--Rivière Churchill,Conservative,Saskatchewan,169,Clarke,30360,validés,validated,9110
488,33.9,Libéral,Desnethé--Missinippi--Churchill River,47003,Lawrence,,Desnethé--Missinippi--Rivière Churchill,Liberal,Saskatchewan,169,Joseph,30360,validés,validated,10229
489,1.8,Parti Vert,Desnethé--Missinippi--Churchill River,47003,Warren,,Desnethé--Missinippi--Rivière Churchill,Green Party,Saskatchewan,169,Koch,30360,validés,validated,552
490,27,Bloc Québécois,Longueuil--Charles-LeMoyne,24041,Philippe,,Longueuil--Charles-LeMoyne,Bloc Québécois,Quebec,925,Cloutier,52632,validés,validated,13974
491,.3,Marxiste-Léniniste,Longueuil--Charles-LeMoyne,24041,Pierre,,Longueuil--Charles-LeMoyne,Marxist-Leninist,Quebec,925,Chénier,52632,validés,validated,168
492,9.6,Conservateur,Longueuil--Charles-LeMoyne,24041,Thomas,,Longueuil--Charles-LeMoyne,Conservative,Quebec,925,Barré,52632,validés,validated,4961
493,24.1,NPD-Nouveau Parti démocratique,Longueuil--Charles-LeMoyne,24041,Sadia,,Longueuil--Charles-LeMoyne,NDP-New Democratic Party,Quebec,925,Groguhé,52632,validés,validated,12468
494,35.4,Libéral,Longueuil--Charles-LeMoyne,24041,Sherry,,Longueuil--Charles-LeMoyne,Liberal,Quebec,925,Romanado,52632,validés,validated,18301
495,.6,Rhinocéros,Longueuil--Charles-LeMoyne,24041,Matthew Iakov,,Longueuil--Charles-LeMoyne,Rhinoceros,Quebec,925,Liberman,52632,validés,validated,325
496,2.9,Parti Vert,Longueuil--Charles-LeMoyne,24041,Mario,,Longueuil--Charles-LeMoyne,Green Party,Quebec,925,Leclerc,52632,validés,validated,1510
497,23.5,NPD-Nouveau Parti démocratique,Montcalm,24050,Martin,,Montcalm,NDP-New Democratic Party,Quebec,1226,Leclerc,54235,validés,validated,12431
498,9.6,Conservateur,Montcalm,24050,Gisèle,,Montcalm,Conservative,Quebec,1226,DesRoches,54235,validés,validated,5093
499,1.8,Parti Vert,Montcalm,24050,Yumi Yow Mei,,Montcalm,Green Party,Quebec,1226,Ang,54235,validés,validated,976
500,1.2,Forces et Démocratie - Allier les forces de nos régions,Montcalm,24050,Manon,,Montcalm,Forces et Démocratie - Allier les forces de nos régions,Quebec,1226,Perreault,54235,validés,validated,620
501,36.6,Bloc Québécois,Montcalm,24050,Luc,,Montcalm,Bloc Québécois,Quebec,1226,Thériault,54235,validés,validated,19405
502,27.3,Libéral,Montcalm,24050,Louis-Charles,,Montcalm,Liberal,Quebec,1226,Thouin,54235,validés,validated,14484
503,53.7,Libéral,Yukon,60001,Larry,,Yukon,Liberal,Yukon,94,Bagnell,20385,validés,validated,10887
504,19.4,NPD-Nouveau Parti démocratique,Yukon,60001,Melissa,,Yukon,NDP-New Democratic Party,Yukon,94,Atkinson,20385,validés,validated,3943
505,24.3,Conservateur,Yukon,60001,Ryan,,Yukon,Conservative,Yukon,94,Leef,20385,validés,validated,4928
506,2.6,Parti Vert,Yukon,60001,Frank,,Yukon,Green Party,Yukon,94,de Jong,20385,validés,validated,533
507,61.6,Libéral,Saint-Laurent,24068,Stéphane,,Saint-Laurent,Liberal,Quebec,409,Dion,40739,validés,validated,24832
508,.3,Marxiste-Léniniste,Saint-Laurent,24068,Fernand,,Saint-Laurent,Marxist-Leninist,Quebec,409,Deschamps,40739,validés,validated,129
509,11.5,NPD-Nouveau Parti démocratique,Saint-Laurent,24068,Alain,,Saint-Laurent,NDP-New Democratic Party,Quebec,409,Ackad,40739,validés,validated,4646
510,4.7,Bloc Québécois,Saint-Laurent,24068,Pascal-Olivier,,Saint-Laurent,Bloc Québécois,Quebec,409,Dumas-Dubreuil,40739,validés,validated,1879
511,19.5,Conservateur,Saint-Laurent,24068,Jimmy,,Saint-Laurent,Conservative,Quebec,409,Yu,40739,validés,validated,7867
512,2.4,Parti Vert,Saint-Laurent,24068,John,,Saint-Laurent,Green Party,Quebec,409,Tromp,40739,validés,validated,977
513,.5,Communiste,Davenport,35018,Miguel,,Davenport,Communist,Ontario,287,Figueroa,49871,validés,validated,261
514,44.3,Libéral,Davenport,35018,Julie,,Davenport,Liberal,Ontario,287,Dzerowicz,49871,validés,validated,21947
515,41.4,NPD-Nouveau Parti démocratique,Davenport,35018,Andrew,,Davenport,NDP-New Democratic Party,Ontario,287,Cash,49871,validés,validated,20506
516,.2,Indépendant,Davenport,35018,Chai,,Davenport,Independent,Ontario,287,Kalevar,49871,validés,validated,107
517,3.1,Parti Vert,Davenport,35018,Dan,,Davenport,Green Party,Ontario,287,Stein,49871,validés,validated,1530
518,10.6,Conservateur,Davenport,35018,Carlos,,Davenport,Conservative,Ontario,287,Oliveira,49871,validés,validated,5233
519,45.3,NPD-Nouveau Parti démocratique,St. John's East,10006,Jack,,St. John's-Est,NDP-New Democratic Party,Newfoundland and Labrador,111,Harris,44991,validés,validated,20328
520,.3,Communiste,St. John's East,10006,Sean,,St. John's-Est,Communist,Newfoundland and Labrador,111,Burton,44991,validés,validated,140
521,1.1,Parti Vert,St. John's East,10006,David Anthony,,St. John's-Est,Green Party,Newfoundland and Labrador,111,Peters,44991,validés,validated,500
522,46.7,Libéral,St. John's East,10006,Nick,,St. John's-Est,Liberal,Newfoundland and Labrador,111,Whalen,44991,validés,validated,20974
523,6.5,Conservateur,St. John's East,10006,Deanne,,St. John's-Est,Conservative,Newfoundland and Labrador,111,Stapleton,44991,validés,validated,2938
524,38,Conservateur,Scarborough--Agincourt,35093,Bin,,Scarborough--Agincourt,Conservative,Ontario,248,Chang,41804,validés,validated,15802
525,51.9,Libéral,Scarborough--Agincourt,35093,Arnold,,Scarborough--Agincourt,Liberal,Ontario,248,Chan,41804,validés,validated,21587
526,.8,Parti de l'Héritage Chrétien,Scarborough--Agincourt,35093,Jude,,Scarborough--Agincourt,Christian Heritage Party,Ontario,248,Coutinho,41804,validés,validated,334
527,1.4,Parti Vert,Scarborough--Agincourt,35093,Debra,,Scarborough--Agincourt,Green Party,Ontario,248,Scott,41804,validés,validated,570
528,7.9,NPD-Nouveau Parti démocratique,Scarborough--Agincourt,35093,Laura,,Scarborough--Agincourt,NDP-New Democratic Party,Ontario,248,Patrick,41804,validés,validated,3263
529,2.7,Parti Vert,Cypress Hills--Grasslands,47002,William,,Cypress Hills--Grasslands,Green Party,Saskatchewan,99,Caton,36306,validés,validated,993
530,69.2,Conservateur,Cypress Hills--Grasslands,47002,David,,Cypress Hills--Grasslands,Conservative,Saskatchewan,99,Anderson,36306,validés,validated,25050
531,13.2,NPD-Nouveau Parti démocratique,Cypress Hills--Grasslands,47002,Trevor,,Cypress Hills--Grasslands,NDP-New Democratic Party,Saskatchewan,99,Peterson,36306,validés,validated,4783
532,14.9,Libéral,Cypress Hills--Grasslands,47002,Marvin,,Cypress Hills--Grasslands,Liberal,Saskatchewan,99,Wiens,36306,validés,validated,5381
533,3.2,Parti de l'Héritage Chrétien,Portage--Lisgar,46007,Jerome,,Portage--Lisgar,Christian Heritage Party,Manitoba,159,Dondo,41346,validés,validated,1315
534,60.8,Conservateur,Portage--Lisgar,46007,Candice,,Portage--Lisgar,Conservative,Manitoba,159,Bergen,41346,validés,validated,25060
535,4,Parti Vert,Portage--Lisgar,46007,Beverley,,Portage--Lisgar,Green Party,Manitoba,159,Eert,41346,validés,validated,1637
536,25.8,Libéral,Portage--Lisgar,46007,Ken,,Portage--Lisgar,Liberal,Manitoba,159,Werbiski,41346,validés,validated,10621
537,6.2,NPD-Nouveau Parti démocratique,Portage--Lisgar,46007,Dean,,Portage--Lisgar,NDP-New Democratic Party,Manitoba,159,Harder,41346,validés,validated,2554
538,50.5,Libéral,London North Centre,35052,Peter,,London-Centre-Nord,Liberal,Ontario,267,Fragiskatos,64538,validés,validated,32427
539,3.6,Parti Vert,London North Centre,35052,Carol,,London-Centre-Nord,Green Party,Ontario,267,Dyck,64538,validés,validated,2286
540,14.7,NPD-Nouveau Parti démocratique,London North Centre,35052,German,,London-Centre-Nord,NDP-New Democratic Party,Ontario,267,Gutierrez,64538,validés,validated,9423
541,31.1,Conservateur,London North Centre,35052,Susan,,London-Centre-Nord,Conservative,Ontario,267,Truppe,64538,validés,validated,19990
542,.2,Marxiste-Léniniste,London North Centre,35052,Marvin,,London-Centre-Nord,Marxist-Leninist,Ontario,267,Roman,64538,validés,validated,145
543,9.7,NPD-Nouveau Parti démocratique,Edmonton--Wetaskiwin,48021,Fritz K.,,Edmonton--Wetaskiwin,NDP-New Democratic Party,Alberta,197,Bitz,68541,validés,validated,6645
544,21.5,Libéral,Edmonton--Wetaskiwin,48021,Jacqueline,,Edmonton--Wetaskiwin,Liberal,Alberta,197,Biollo,68541,validés,validated,14660
545,2.3,Parti Vert,Edmonton--Wetaskiwin,48021,Joy-Ann,,Edmonton--Wetaskiwin,Green Party,Alberta,197,Hut,68541,validés,validated,1595
546,.7,Libertarien,Edmonton--Wetaskiwin,48021,Brayden,,Edmonton--Wetaskiwin,Libertarian,Alberta,197,Whitlock,68541,validés,validated,495
547,65.8,Conservateur,Edmonton--Wetaskiwin,48021,Mike,,Edmonton--Wetaskiwin,Conservative,Alberta,197,Lake,68541,validés,validated,44949
548,1,Libertarien,Kitchener Centre,35045,Slavko,,Kitchener-Centre,Libertarian,Ontario,292,Miladinovic,52572,validés,validated,515
549,.2,Marxiste-Léniniste,Kitchener Centre,35045,Julian,,Kitchener-Centre,Marxist-Leninist,Ontario,292,Ichim,52572,validés,validated,112
550,16.6,NPD-Nouveau Parti démocratique,Kitchener Centre,35045,Susan,,Kitchener-Centre,NDP-New Democratic Party,Ontario,292,Cadell,52572,validés,validated,8680
551,48.8,Libéral,Kitchener Centre,35045,Raj,,Kitchener-Centre,Liberal,Ontario,292,Saini,52572,validés,validated,25504
552,30.4,Conservateur,Kitchener Centre,35045,Stephen,,Kitchener-Centre,Conservative,Ontario,292,Woodworth,52572,validés,validated,15872
553,3.1,Parti Vert,Kitchener Centre,35045,Nicholas,,Kitchener-Centre,Green Party,Ontario,292,Wendler,52572,validés,validated,1597
554,3.8,Parti Vert,Banff--Airdrie,48001,Mike,,Banff--Airdrie,Green Party,Alberta,179,MacDonald,66817,validés,validated,2509
555,6.8,NPD-Nouveau Parti démocratique,Banff--Airdrie,48001,Joanne,,Banff--Airdrie,NDP-New Democratic Party,Alberta,179,Boissonneault,66817,validés,validated,4521
556,26.1,Libéral,Banff--Airdrie,48001,Marlo,,Banff--Airdrie,Liberal,Alberta,179,Raynolds,66817,validés,validated,17380
557,63.4,Conservateur,Banff--Airdrie,48001,Blake,,Banff--Airdrie,Conservative,Alberta,179,Richards,66817,validés,validated,42228
558,41.7,Conservateur,Chatham-Kent--Leamington,35017,Dave,,Chatham-Kent--Leamington,Conservative,Ontario,263,Van Kesteren,52234,validés,validated,21677
559,37.2,Libéral,Chatham-Kent--Leamington,35017,Katie,,Chatham-Kent--Leamington,Liberal,Ontario,263,Omstead,52234,validés,validated,19351
560,2.7,Parti Vert,Chatham-Kent--Leamington,35017,Mark,,Chatham-Kent--Leamington,Green Party,Ontario,263,Vercouteren,52234,validés,validated,1394
561,18.4,NPD-Nouveau Parti démocratique,Chatham-Kent--Leamington,35017,Tony,,Chatham-Kent--Leamington,NDP-New Democratic Party,Ontario,263,Walsh,52234,validés,validated,9549
562,20.8,Conservateur,Windsor West,35117,Henry,,Windsor-Ouest,Conservative,Ontario,284,Lau,47189,validés,validated,9734
563,2.3,Parti Vert,Windsor West,35117,Cora,,Windsor-Ouest,Green Party,Ontario,284,LaRussa,47189,validés,validated,1083
564,51.3,NPD-Nouveau Parti démocratique,Windsor West,35117,Brian,,Windsor-Ouest,NDP-New Democratic Party,Ontario,284,Masse,47189,validés,validated,24085
565,.3,Marxiste-Léniniste,Windsor West,35117,Margaret,,Windsor-Ouest,Marxist-Leninist,Ontario,284,Villamizar,47189,validés,validated,161
566,25.2,Libéral,Windsor West,35117,Dave,,Windsor-Ouest,Liberal,Ontario,284,Sundin,47189,validés,validated,11842
567,6.4,Parti Vert,Cardigan,11001,Teresa,,Cardigan,Green Party,Prince Edward Island,96,Doyle,22581,validés,validated,1434
568,11.1,NPD-Nouveau Parti démocratique,Cardigan,11001,Billy,,Cardigan,NDP-New Democratic Party,Prince Edward Island,96,Cann,22581,validés,validated,2503
569,65,Libéral,Cardigan,11001,Lawrence,,Cardigan,Liberal,Prince Edward Island,96,MacAulay,22581,validés,validated,14621
570,1.3,Parti de l'Héritage Chrétien,Cardigan,11001,Christene,,Cardigan,Christian Heritage Party,Prince Edward Island,96,Squires,22581,validés,validated,295
571,16.2,Conservateur,Cardigan,11001,Julius,,Cardigan,Conservative,Prince Edward Island,96,Patkai,22581,validés,validated,3632
572,24.8,NPD-Nouveau Parti démocratique,Argenteuil--La Petite-Nation,24005,Chantal,,Argenteuil--La Petite-Nation,NDP-New Democratic Party,Quebec,601,Crête,51667,validés,validated,12650
573,18.7,Bloc Québécois,Argenteuil--La Petite-Nation,24005,Jonathan,,Argenteuil--La Petite-Nation,Bloc Québécois,Quebec,601,Beauchamp,51667,validés,validated,9525
574,11.1,Conservateur,Argenteuil--La Petite-Nation,24005,Maxime,,Argenteuil--La Petite-Nation,Conservative,Quebec,601,Hupé-Labelle,51667,validés,validated,5680
575,43.3,Libéral,Argenteuil--La Petite-Nation,24005,Stéphane,,Argenteuil--La Petite-Nation,Liberal,Quebec,601,Lauzon,51667,validés,validated,22093
576,2.2,Parti Vert,Argenteuil--La Petite-Nation,24005,Audrey,,Argenteuil--La Petite-Nation,Green Party,Quebec,601,Lamarche,51667,validés,validated,1118
577,46.8,Libéral,Ahuntsic-Cartierville,24003,Mélanie,,Ahuntsic-Cartierville,Liberal,Quebec,630,Joly,56197,validés,validated,26026
578,.5,Rhinocéros,Ahuntsic-Cartierville,24003,Catherine,,Ahuntsic-Cartierville,Rhinoceros,Quebec,630,Gascon-David,56197,validés,validated,285
579,13.2,Bloc Québécois,Ahuntsic-Cartierville,24003,Nicolas,,Ahuntsic-Cartierville,Bloc Québécois,Quebec,630,Bourdon,56197,validés,validated,7346
580,2.1,Parti Vert,Ahuntsic-Cartierville,24003,Gilles,,Ahuntsic-Cartierville,Green Party,Quebec,630,Mercier,56197,validés,validated,1175
581,30,NPD-Nouveau Parti démocratique,Ahuntsic-Cartierville,24003,Maria,,Ahuntsic-Cartierville,NDP-New Democratic Party,Quebec,630,Mourani,56197,validés,validated,16684
582,7.3,Conservateur,Ahuntsic-Cartierville,24003,Wiliam,,Ahuntsic-Cartierville,Conservative,Quebec,630,Moughrabi,56197,validés,validated,4051
583,11.1,Conservateur,Avalon,10001,Lorraine E.,,Avalon,Conservative,Newfoundland and Labrador,162,Barnett,42248,validés,validated,4670
584,14.4,NPD-Nouveau Parti démocratique,Avalon,10001,Jeannie,,Avalon,NDP-New Democratic Party,Newfoundland and Labrador,162,Baldwin,42248,validés,validated,6075
585,17.8,Aucune appartenance,Avalon,10001,Scott,,Avalon,No Affiliation,Newfoundland and Labrador,162,Andrews,42248,validés,validated,7501
586,.5,Parti Vert,Avalon,10001,Krista,,Avalon,Green Party,Newfoundland and Labrador,162,Byrne-Puumala,42248,validés,validated,228
587,55.9,Libéral,Avalon,10001,Ken,,Avalon,Liberal,Newfoundland and Labrador,162,McDonald,42248,validés,validated,23528
588,.2,Forces et Démocratie - Allier les forces de nos régions,Avalon,10001,Jennifer,,Avalon,Forces et Démocratie - Allier les forces de nos régions,Newfoundland and Labrador,162,McCreath,42248,validés,validated,84
589,35.3,Conservateur,Kamloops--Thompson--Cariboo,59013,Cathy,,Kamloops--Thompson--Cariboo,Conservative,British Columbia,174,McLeod,69939,validés,validated,24595
590,3.6,Parti Vert,Kamloops--Thompson--Cariboo,59013,Matthew,,Kamloops--Thompson--Cariboo,Green Party,British Columbia,174,Greenwood,69939,validés,validated,2489
591,30.4,Libéral,Kamloops--Thompson--Cariboo,59013,Steve,,Kamloops--Thompson--Cariboo,Liberal,British Columbia,174,Powrie,69939,validés,validated,21215
592,30.8,NPD-Nouveau Parti démocratique,Kamloops--Thompson--Cariboo,59013,Bill,,Kamloops--Thompson--Cariboo,NDP-New Democratic Party,British Columbia,174,Sundhu,69939,validés,validated,21466
593,2.3,Parti Vert,Regina--Qu'Appelle,47008,Greg,,Regina--Qu'Appelle,Green Party,Saskatchewan,152,Chatterson,37035,validés,validated,852
594,22.8,Libéral,Regina--Qu'Appelle,47008,Della,,Regina--Qu'Appelle,Liberal,Saskatchewan,152,Anaquod,37035,validés,validated,8401
595,30.2,NPD-Nouveau Parti démocratique,Regina--Qu'Appelle,47008,Nial,,Regina--Qu'Appelle,NDP-New Democratic Party,Saskatchewan,152,Kuyek,37035,validés,validated,11144
596,44.7,Conservateur,Regina--Qu'Appelle,47008,Andrew,,Regina--Qu'Appelle,Conservative,Saskatchewan,152,Scheer,37035,validés,validated,16486
597,2.2,Parti Vert,Markham--Unionville,35056,Elvin,,Markham--Unionville,Green Party,Ontario,246,Kao,50085,validés,validated,1110
598,43.3,Libéral,Markham--Unionville,35056,Bang-Gu,,Markham--Unionville,Liberal,Ontario,246,Jiang,50085,validés,validated,21596
599,49.4,Conservateur,Markham--Unionville,35056,Bob,,Markham--Unionville,Conservative,Ontario,246,Saroya,50085,validés,validated,24605
600,5.1,NPD-Nouveau Parti démocratique,Markham--Unionville,35056,Colleen,,Markham--Unionville,NDP-New Democratic Party,Ontario,246,Zimmerman,50085,validés,validated,2528
601,28.4,Bloc Québécois,Montarville,24049,Catherine,,Montarville,Bloc Québécois,Quebec,881,Fournier,58798,validés,validated,16460
602,10.9,Conservateur,Montarville,24049,Stéphane,,Montarville,Conservative,Quebec,881,Duranleau,58798,validés,validated,6284
603,2.4,Parti Vert,Montarville,24049,Olivier,,Montarville,Green Party,Quebec,881,Adam,58798,validés,validated,1388
604,1.1,Libertarien,Montarville,24049,Claude,,Montarville,Libertarian,Quebec,881,Leclair,58798,validés,validated,641
605,24.7,NPD-Nouveau Parti démocratique,Montarville,24049,Djaouida,,Montarville,NDP-New Democratic Party,Quebec,881,Sellah,58798,validés,validated,14296
606,32.5,Libéral,Montarville,24049,Michel,,Montarville,Liberal,Quebec,881,Picard,58798,validés,validated,18848
607,12.8,Libéral,Peace River--Westlock,48028,Chris,,Peace River--Westlock,Liberal,Alberta,170,Brown,49689,validés,validated,6360
608,14.4,NPD-Nouveau Parti démocratique,Peace River--Westlock,48028,Cameron,,Peace River--Westlock,NDP-New Democratic Party,Alberta,170,Alexis,49689,validés,validated,7127
609,2.5,Parti Vert,Peace River--Westlock,48028,Sabrina Lee,,Peace River--Westlock,Green Party,Alberta,170,Levac,49689,validés,validated,1247
610,69.4,Conservateur,Peace River--Westlock,48028,Arnold,,Peace River--Westlock,Conservative,Alberta,170,Viersen,49689,validés,validated,34342
611,.9,Libertarien,Peace River--Westlock,48028,Jeremy,,Peace River--Westlock,Libertarian,Alberta,170,Sergeew,49689,validés,validated,443
612,16.2,NPD-Nouveau Parti démocratique,Nipissing--Timiskaming,35070,Kathleen,,Nipissing--Timiskaming,NDP-New Democratic Party,Ontario,224,Jodouin,49099,validés,validated,7936
613,29.3,Conservateur,Nipissing--Timiskaming,35070,Jay,,Nipissing--Timiskaming,Conservative,Ontario,224,Aspin,49099,validés,validated,14325
614,2.6,Parti Vert,Nipissing--Timiskaming,35070,Nicole,,Nipissing--Timiskaming,Green Party,Ontario,224,Peltier,49099,validés,validated,1257
615,51.9,Libéral,Nipissing--Timiskaming,35070,Anthony,,Nipissing--Timiskaming,Liberal,Ontario,224,Rota,49099,validés,validated,25357
616,26.9,Conservateur,North Vancouver,59021,Andrew,,North Vancouver,Conservative,British Columbia,218,Saxton,64572,validés,validated,17301
617,8.3,Parti Vert,North Vancouver,59021,Claire,,North Vancouver,Green Party,British Columbia,218,Martin,64572,validés,validated,5350
618,.1,Indépendant,North Vancouver,59021,Payam,,North Vancouver,Independent,British Columbia,218,Azad,64572,validés,validated,94
619,7.8,NPD-Nouveau Parti démocratique,North Vancouver,59021,Carleen,,North Vancouver,NDP-New Democratic Party,British Columbia,218,Thomas,64572,validés,validated,5015
620,.2,Libertarien,North Vancouver,59021,Ismet,,North Vancouver,Libertarian,British Columbia,218,Yetisen,64572,validés,validated,136
621,56.7,Libéral,North Vancouver,59021,Jonathan,,North Vancouver,Liberal,British Columbia,218,Wilkinson,64572,validés,validated,36458
622,48.8,Libéral,Saint John--Rothesay,13009,Wayne,,Saint John--Rothesay,Liberal,New Brunswick,205,Long,42486,validés,validated,20634
623,17.5,NPD-Nouveau Parti démocratique,Saint John--Rothesay,13009,AJ,,Saint John--Rothesay,NDP-New Democratic Party,New Brunswick,205,Griffin,42486,validés,validated,7411
624,3.1,Parti Vert,Saint John--Rothesay,13009,Sharon,,Saint John--Rothesay,Green Party,New Brunswick,205,Murphy,42486,validés,validated,1321
625,30.5,Conservateur,Saint John--Rothesay,13009,Rodney,,Saint John--Rothesay,Conservative,New Brunswick,205,Weston,42486,validés,validated,12915
626,43.5,NPD-Nouveau Parti démocratique,New Westminster--Burnaby,59019,Peter,,New Westminster--Burnaby,NDP-New Democratic Party,British Columbia,363,Julian,53005,validés,validated,22876
627,20,Conservateur,New Westminster--Burnaby,59019,Chloé,,New Westminster--Burnaby,Conservative,British Columbia,363,Ellis,53005,validés,validated,10512
628,2.6,Libertarien,New Westminster--Burnaby,59019,Rex,,New Westminster--Burnaby,Libertarian,British Columbia,363,Brocki,53005,validés,validated,1368
629,29,Libéral,New Westminster--Burnaby,59019,Sasha,,New Westminster--Burnaby,Liberal,British Columbia,363,Ramnarine,53005,validés,validated,15253
630,.3,Marxiste-Léniniste,New Westminster--Burnaby,59019,Joseph,,New Westminster--Burnaby,Marxist-Leninist,British Columbia,363,Theriault,53005,validés,validated,146
631,4.7,Parti Vert,New Westminster--Burnaby,59019,Kyle,,New Westminster--Burnaby,Green Party,British Columbia,363,Routledge,53005,validés,validated,2487
632,27.5,Conservateur,Windsor--Tecumseh,35116,Jo-Anne,,Windsor--Tecumseh,Conservative,Ontario,209,Gignac,53553,validés,validated,14656
633,.5,Marxiste-Léniniste,Windsor--Tecumseh,35116,Laura,,Windsor--Tecumseh,Marxist-Leninist,Ontario,209,Chesnik,53553,validés,validated,249
634,43.5,NPD-Nouveau Parti démocratique,Windsor--Tecumseh,35116,Cheryl,,Windsor--Tecumseh,NDP-New Democratic Party,Ontario,209,Hardcastle,53553,validés,validated,23215
635,26.6,Libéral,Windsor--Tecumseh,35116,Frank,,Windsor--Tecumseh,Liberal,Ontario,209,Schiller,53553,validés,validated,14177
636,2,Parti Vert,Windsor--Tecumseh,35116,David,,Windsor--Tecumseh,Green Party,Ontario,209,Momotiuk,53553,validés,validated,1047
637,41.8,Conservateur,Barrie--Springwater--Oro-Medonte,35005,Alex,,Barrie--Springwater--Oro-Medonte,Conservative,Ontario,186,Nuttall,50717,validés,validated,21102
638,5.2,Parti Vert,Barrie--Springwater--Oro-Medonte,35005,Marty,,Barrie--Springwater--Oro-Medonte,Green Party,Ontario,186,Lancaster,50717,validés,validated,2646
639,.4,Indépendant,Barrie--Springwater--Oro-Medonte,35005,Ram,,Barrie--Springwater--Oro-Medonte,Independent,Ontario,186,Faerber,50717,validés,validated,188
640,.8,Libertarien,Barrie--Springwater--Oro-Medonte,35005,Darren,,Barrie--Springwater--Oro-Medonte,Libertarian,Ontario,186,Roskam,50717,validés,validated,402
641,10.3,NPD-Nouveau Parti démocratique,Barrie--Springwater--Oro-Medonte,35005,Ellen,,Barrie--Springwater--Oro-Medonte,NDP-New Democratic Party,Ontario,186,White,50717,validés,validated,5199
642,41.5,Libéral,Barrie--Springwater--Oro-Medonte,35005,Brian,,Barrie--Springwater--Oro-Medonte,Liberal,Ontario,186,Tamblyn,50717,validés,validated,20994
