,% Votes obtained - Votes obtenus %,Appartenance politique,Electoral district name,Electoral district number - Numéro de la circonscription,Given name - Prénom,Middle name(s) - Autre(s) prénom(s),Nom de la circonscription,Political affiliation,Province,Rejected ballots - Bulletins rejetés***,Surname - Nom de famille,Total number of ballots cast - Nombre total de votes déposés,Type de résultats**,Type of results*,Votes obtained - Votes obtenus
0,46.6,Conservateur,Simcoe--Grey,35099,Kellie,,Simcoe--Grey,Conservative,Ontario,225,Leitch,65972,validés,validated,30612
1,4.4,Parti Vert,Simcoe--Grey,35099,JoAnne,,Simcoe--Grey,Green Party,Ontario,225,Fleming,65972,validés,validated,2923
2,38.6,Libéral,Simcoe--Grey,35099,Mike,,Simcoe--Grey,Liberal,Ontario,225,MacEachern,65972,validés,validated,25352
3,.8,Parti de l'Héritage Chrétien,Simcoe--Grey,35099,Len,,Simcoe--Grey,Christian Heritage Party,Ontario,225,Noordegraaf,65972,validés,validated,528
4,9.6,NPD-Nouveau Parti démocratique,Simcoe--Grey,35099,David,,Simcoe--Grey,NDP-New Democratic Party,Ontario,225,Matthews,65972,validés,validated,6332
5,46,Libéral,Burlington,35015,Karina,,Burlington,Liberal,Ontario,263,Gould,70363,validés,validated,32229
6,2.4,Parti Vert,Burlington,35015,Vince,,Burlington,Green Party,Ontario,263,Fiorito,70363,validés,validated,1710
7,9.1,NPD-Nouveau Parti démocratique,Burlington,35015,David,,Burlington,NDP-New Democratic Party,Ontario,263,Laird,70363,validés,validated,6381
8,42.5,Conservateur,Burlington,35015,Mike,,Burlington,Conservative,Ontario,263,Wallace,70363,validés,validated,29780
9,.3,Marxiste-Léniniste,Mount Royal,24052,Diane,,Mont-Royal,Marxist-Leninist,Quebec,425,Johnston,48476,validés,validated,124
10,50.3,Libéral,Mount Royal,24052,Anthony,,Mont-Royal,Liberal,Quebec,425,Housefather,48476,validés,validated,24187
11,1.9,Bloc Québécois,Mount Royal,24052,Jade,,Mont-Royal,Bloc Québécois,Quebec,425,Bossé Bélanger,48476,validés,validated,908
12,1.6,Parti Vert,Mount Royal,24052,Timothy,,Mont-Royal,Green Party,Quebec,425,Landry,48476,validés,validated,747
13,8.1,NPD-Nouveau Parti démocratique,Mount Royal,24052,Mario Jacinto,,Mont-Royal,NDP-New Democratic Party,Quebec,425,Rimbao,48476,validés,validated,3884
14,37.9,Conservateur,Mount Royal,24052,Robert,,Mont-Royal,Conservative,Quebec,425,Libman,48476,validés,validated,18201
15,28.7,Bloc Québécois,Laurier--Sainte-Marie,24039,Gilles,,Laurier--Sainte-Marie,Bloc Québécois,Quebec,594,Duceppe,55275,validés,validated,15699
16,.2,Communiste,Laurier--Sainte-Marie,24039,Pierre,,Laurier--Sainte-Marie,Communist,Quebec,594,Fontaine,55275,validés,validated,102
17,.3,Indépendant,Laurier--Sainte-Marie,24039,Julien,,Laurier--Sainte-Marie,Independent,Quebec,594,Bernatchez,55275,validés,validated,160
18,1.1,Libertarien,Laurier--Sainte-Marie,24039,Stéphane,,Laurier--Sainte-Marie,Libertarian,Quebec,594,Beaulieu,55275,validés,validated,604
19,4.1,Conservateur,Laurier--Sainte-Marie,24039,Daniel,,Laurier--Sainte-Marie,Conservative,Quebec,594,Gaudreau,55275,validés,validated,2242
20,23.7,Libéral,Laurier--Sainte-Marie,24039,Christine,,Laurier--Sainte-Marie,Liberal,Quebec,594,Poirier,55275,validés,validated,12938
21,38.3,NPD-Nouveau Parti démocratique,Laurier--Sainte-Marie,24039,Hélène,,Laurier--Sainte-Marie,NDP-New Democratic Party,Quebec,594,Laverdière,55275,validés,validated,20929
22,3.5,Parti Vert,Laurier--Sainte-Marie,24039,Cyrille,,Laurier--Sainte-Marie,Green Party,Quebec,594,Giraud,55275,validés,validated,1904
23,.2,Marxiste-Léniniste,Laurier--Sainte-Marie,24039,Serge,,Laurier--Sainte-Marie,Marxist-Leninist,Quebec,594,Lachapelle,55275,validés,validated,103
24,31.1,Conservateur,Sault Ste. Marie,35092,Bryan,,Sault Ste. Marie,Conservative,Ontario,200,Hayes,43957,validés,validated,13615
25,2.1,Parti Vert,Sault Ste. Marie,35092,Kara,,Sault Ste. Marie,Green Party,Ontario,200,Flannigan,43957,validés,validated,934
26,21.8,NPD-Nouveau Parti démocratique,Sault Ste. Marie,35092,Skip,,Sault Ste. Marie,NDP-New Democratic Party,Ontario,200,Morrison,43957,validés,validated,9543
27,.2,Marxiste-Léniniste,Sault Ste. Marie,35092,Mike,,Sault Ste. Marie,Marxist-Leninist,Ontario,200,Taffarel,43957,validés,validated,83
28,44.8,Libéral,Sault Ste. Marie,35092,Terry,,Sault Ste. Marie,Liberal,Ontario,200,Sheehan,43957,validés,validated,19582
29,2.4,Parti de l'Héritage Chrétien,Niagara West,35068,Harold,,Niagara-Ouest,Christian Heritage Party,Ontario,242,Jonker,50899,validés,validated,1234
30,3,Parti Vert,Niagara West,35068,Sid,,Niagara-Ouest,Green Party,Ontario,242,Frere,50899,validés,validated,1511
31,48.8,Conservateur,Niagara West,35068,Dean,,Niagara-Ouest,Conservative,Ontario,242,Allison,50899,validés,validated,24732
32,11.5,NPD-Nouveau Parti démocratique,Niagara West,35068,Nameer,,Niagara-Ouest,NDP-New Democratic Party,Ontario,242,Rahman,50899,validés,validated,5802
33,1.6,Libertarien,Niagara West,35068,Allan,,Niagara-Ouest,Libertarian,Ontario,242,de Roo,50899,validés,validated,797
34,32.7,Libéral,Niagara West,35068,Phil,,Niagara-Ouest,Liberal,Ontario,242,Rose,50899,validés,validated,16581
35,20.4,Conservateur,Timmins--James Bay,35107,John P.,,Timmins--Baie James,Conservative,Ontario,266,Curley,37537,validés,validated,7605
36,42.9,NPD-Nouveau Parti démocratique,Timmins--James Bay,35107,Charlie,,Timmins--Baie James,NDP-New Democratic Party,Ontario,266,Angus,37537,validés,validated,15974
37,2,Parti Vert,Timmins--James Bay,35107,Max,,Timmins--Baie James,Green Party,Ontario,266,Kennedy,37537,validés,validated,752
38,34.7,Libéral,Timmins--James Bay,35107,Todd,,Timmins--Baie James,Liberal,Ontario,266,Lever,37537,validés,validated,12940
39,2.6,Parti Vert,Egmont,11003,Nils,,Egmont,Green Party,Prince Edward Island,87,Ling,21449,validés,validated,559
40,19.2,NPD-Nouveau Parti démocratique,Egmont,11003,Herb,,Egmont,NDP-New Democratic Party,Prince Edward Island,87,Dickieson,21449,validés,validated,4097
41,49.3,Libéral,Egmont,11003,Bobby,,Egmont,Liberal,Prince Edward Island,87,Morrissey,21449,validés,validated,10521
42,29,Conservateur,Egmont,11003,Gail,,Egmont,Conservative,Prince Edward Island,87,Shea,21449,validés,validated,6185
43,47.7,Libéral,Laval--Les Îles,24040,Fayçal,,Laval--Les Îles,Liberal,Quebec,683,El-Khoury,54888,validés,validated,25857
44,18.1,Conservateur,Laval--Les Îles,24040,Roland,,Laval--Les Îles,Conservative,Quebec,683,Dick,54888,validés,validated,9811
45,.3,Marxiste-Léniniste,Laval--Les Îles,24040,Yvon,,Laval--Les Îles,Marxist-Leninist,Quebec,683,Breton,54888,validés,validated,175
46,19.8,NPD-Nouveau Parti démocratique,Laval--Les Îles,24040,François,,Laval--Les Îles,NDP-New Democratic Party,Quebec,683,Pilon,54888,validés,validated,10710
47,12.4,Bloc Québécois,Laval--Les Îles,24040,Nancy,,Laval--Les Îles,Bloc Québécois,Quebec,683,Redhead,54888,validés,validated,6731
48,1.7,Parti Vert,Laval--Les Îles,24040,Faiza,,Laval--Les Îles,Green Party,Quebec,683,R'Guiba-Kalogerakis,54888,validés,validated,921
49,11.9,Conservateur,La Prairie,24034,Yves,,La Prairie,Conservative,Quebec,996,Perras,58568,validés,validated,6859
50,.4,Marxiste-Léniniste,La Prairie,24034,Normand,,La Prairie,Marxist-Leninist,Quebec,996,Chouinard,58568,validés,validated,204
51,22.9,NPD-Nouveau Parti démocratique,La Prairie,24034,Pierre,,La Prairie,NDP-New Democratic Party,Quebec,996,Chicoine,58568,validés,validated,13174
52,26.2,Bloc Québécois,La Prairie,24034,Christian,,La Prairie,Bloc Québécois,Quebec,996,Picard,58568,validés,validated,15107
53,2.1,Parti Vert,La Prairie,24034,Joanne,,La Prairie,Green Party,Quebec,996,Tomas,58568,validés,validated,1235
54,36.5,Libéral,La Prairie,24034,Jean-Claude,,La Prairie,Liberal,Quebec,996,Poissant,58568,validés,validated,20993
55,44.5,Libéral,Alfred-Pellan,24004,Angelo,,Alfred-Pellan,Liberal,Quebec,679,Iacono,55848,validés,validated,24557
56,24,NPD-Nouveau Parti démocratique,Alfred-Pellan,24004,Rosane,,Alfred-Pellan,NDP-New Democratic Party,Quebec,679,Doré Lefebvre,55848,validés,validated,13225
57,2,Parti Vert,Alfred-Pellan,24004,Lynda,,Alfred-Pellan,Green Party,Quebec,679,Briguene,55848,validés,validated,1089
58,.4,Indépendant,Alfred-Pellan,24004,Renata,,Alfred-Pellan,Independent,Quebec,679,Isopo,55848,validés,validated,203
59,17.8,Bloc Québécois,Alfred-Pellan,24004,Daniel,,Alfred-Pellan,Bloc Québécois,Quebec,679,St-Hilaire,55848,validés,validated,9836
60,11.3,Conservateur,Alfred-Pellan,24004,Gabriel,,Alfred-Pellan,Conservative,Quebec,679,Purcarus,55848,validés,validated,6259
61,9.9,Conservateur,Toronto--Danforth,35109,Benjamin,,Toronto--Danforth,Conservative,Ontario,269,Dichter,55850,validés,validated,5478
62,42.3,Libéral,Toronto--Danforth,35109,Julie,,Toronto--Danforth,Liberal,Ontario,269,Dabrusin,55850,validés,validated,23531
63,.6,Animal Alliance/Environment Voters,Toronto--Danforth,35109,Elizabeth,,Toronto--Danforth,Animal Alliance/Environment Voters,Ontario,269,Abbott,55850,validés,validated,354
64,2.3,Parti PC,Toronto--Danforth,35109,John,,Toronto--Danforth,PC Party,Ontario,269,Richardson,55850,validés,validated,1275
65,4.7,Parti Vert,Toronto--Danforth,35109,Chris,,Toronto--Danforth,Green Party,Ontario,269,Tolley,55850,validés,validated,2618
66,40.2,NPD-Nouveau Parti démocratique,Toronto--Danforth,35109,Craig,,Toronto--Danforth,NDP-New Democratic Party,Ontario,269,Scott,55850,validés,validated,22325
67,17.8,Libéral,Yorkton--Melville,47014,Brooke Taylor,,Yorkton--Melville,Liberal,Saskatchewan,95,Malinoski,36708,validés,validated,6504
68,2.8,Parti Vert,Yorkton--Melville,47014,Elaine Marie,,Yorkton--Melville,Green Party,Saskatchewan,95,Hughes,36708,validés,validated,1030
69,20.2,NPD-Nouveau Parti démocratique,Yorkton--Melville,47014,Doug,,Yorkton--Melville,NDP-New Democratic Party,Saskatchewan,95,Ottenbreit,36708,validés,validated,7396
70,59.2,Conservateur,Yorkton--Melville,47014,Cathay,,Yorkton--Melville,Conservative,Saskatchewan,95,Wagantall,36708,validés,validated,21683
71,.3,Radical Marijuana,Guelph,35032,Kornelis,,Guelph,Radical Marijuana,Ontario,298,Klevering,70166,validés,validated,193
72,.7,Libertarien,Guelph,35032,Alexander,,Guelph,Libertarian,Ontario,298,Fekri,70166,validés,validated,520
73,.2,Communiste,Guelph,35032,Tristan,,Guelph,Communist,Ontario,298,Dineen,70166,validés,validated,144
74,26.3,Conservateur,Guelph,35032,Gloria,,Guelph,Conservative,Ontario,298,Kovach,70166,validés,validated,18407
75,12,NPD-Nouveau Parti démocratique,Guelph,35032,Andrew,,Guelph,NDP-New Democratic Party,Ontario,298,Seagram,70166,validés,validated,8392
76,11.3,Parti Vert,Guelph,35032,Gord,,Guelph,Green Party,Ontario,298,Miller,70166,validés,validated,7909
77,49.1,Libéral,Guelph,35032,Lloyd,,Guelph,Liberal,Ontario,298,Longfield,70166,validés,validated,34303
78,.5,Indépendant,South Shore--St. Margarets,12009,Trevor,,South Shore--St. Margarets,Independent,Nova Scotia,226,Bruhm,53001,validés,validated,257
79,2.9,Parti Vert,South Shore--St. Margarets,12009,Richard,,South Shore--St. Margarets,Green Party,Nova Scotia,226,Biggar,53001,validés,validated,1534
80,.3,Communiste,South Shore--St. Margarets,12009,Ryan,,South Shore--St. Margarets,Communist,Nova Scotia,226,Barry,53001,validés,validated,151
81,22.6,Conservateur,South Shore--St. Margarets,12009,Richard,,South Shore--St. Margarets,Conservative,Nova Scotia,226,Clark,53001,validés,validated,11905
82,56.9,Libéral,South Shore--St. Margarets,12009,Bernadette,,South Shore--St. Margarets,Liberal,Nova Scotia,226,Jordan,53001,validés,validated,30045
83,16.8,NPD-Nouveau Parti démocratique,South Shore--St. Margarets,12009,Alex,,South Shore--St. Margarets,NDP-New Democratic Party,Nova Scotia,226,Godbold,53001,validés,validated,8883
84,29.9,Libéral,North Okanagan--Shuswap,59020,Cindy,,North Okanagan--Shuswap,Liberal,British Columbia,152,Derkaz,70106,validés,validated,20949
85,39.3,Conservateur,North Okanagan--Shuswap,59020,Mel,,North Okanagan--Shuswap,Conservative,British Columbia,152,Arnold,70106,validés,validated,27490
86,5.2,Parti Vert,North Okanagan--Shuswap,59020,Chris,,North Okanagan--Shuswap,Green Party,British Columbia,152,George,70106,validés,validated,3608
87,25.6,NPD-Nouveau Parti démocratique,North Okanagan--Shuswap,59020,Jacqui,,North Okanagan--Shuswap,NDP-New Democratic Party,British Columbia,152,Gingras,70106,validés,validated,17907
88,2.2,Parti Vert,Willowdale,35115,James,,Willowdale,Green Party,Ontario,251,Arruda,46204,validés,validated,1025
89,.5,Indépendant,Willowdale,35115,Birinder Singh,,Willowdale,Independent,Ontario,251,Ahluwalia,46204,validés,validated,216
90,53.4,Libéral,Willowdale,35115,Ali,,Willowdale,Liberal,Ontario,251,Ehsassi,46204,validés,validated,24519
91,7,NPD-Nouveau Parti démocratique,Willowdale,35115,Pouyan,,Willowdale,NDP-New Democratic Party,Ontario,251,Tabasinejad,46204,validés,validated,3203
92,37,Conservateur,Willowdale,35115,Chungsen,,Willowdale,Conservative,Ontario,251,Leung,46204,validés,validated,16990
93,22.6,Libéral,Calgary Midnapore,48008,Haley,,Calgary Midnapore,Liberal,Alberta,179,Brown,63741,validés,validated,14396
94,.2,Marxiste-Léniniste,Calgary Midnapore,48008,Peggy,,Calgary Midnapore,Marxist-Leninist,Alberta,179,Askin,63741,validés,validated,145
95,66.7,Conservateur,Calgary Midnapore,48008,Jason,,Calgary Midnapore,Conservative,Alberta,179,Kenney,63741,validés,validated,42415
96,7.7,NPD-Nouveau Parti démocratique,Calgary Midnapore,48008,Laura,,Calgary Midnapore,NDP-New Democratic Party,Alberta,179,Weston,63741,validés,validated,4915
97,2.7,Parti Vert,Calgary Midnapore,48008,Brennan,,Calgary Midnapore,Green Party,Alberta,179,Wauters,63741,validés,validated,1691
98,.7,Libertarien,Lanark--Frontenac--Kingston,35049,Mark,,Lanark--Frontenac--Kingston,Libertarian,Ontario,222,Budd,57462,validés,validated,418
99,33.8,Libéral,Lanark--Frontenac--Kingston,35049,Phil,,Lanark--Frontenac--Kingston,Liberal,Ontario,222,Archambault,57462,validés,validated,19325
100,14.1,NPD-Nouveau Parti démocratique,Lanark--Frontenac--Kingston,35049,John,,Lanark--Frontenac--Kingston,NDP-New Democratic Party,Ontario,222,Fenik,57462,validés,validated,8073
101,47.9,Conservateur,Lanark--Frontenac--Kingston,35049,Scott,,Lanark--Frontenac--Kingston,Conservative,Ontario,222,Reid,57462,validés,validated,27399
102,3.5,Parti Vert,Lanark--Frontenac--Kingston,35049,Anita,,Lanark--Frontenac--Kingston,Green Party,Ontario,222,Payne,57462,validés,validated,2025
103,9.2,NPD-Nouveau Parti démocratique,Pickering--Uxbridge,35085,Pamela,,Pickering--Uxbridge,NDP-New Democratic Party,Ontario,222,Downward,59381,validés,validated,5446
104,38.2,Conservateur,Pickering--Uxbridge,35085,Corneliu,,Pickering--Uxbridge,Conservative,Ontario,222,Chisu,59381,validés,validated,22591
105,2.3,Parti Vert,Pickering--Uxbridge,35085,Anthony Jordan,,Pickering--Uxbridge,Green Party,Ontario,222,Navarro,59381,validés,validated,1365
106,50.3,Libéral,Pickering--Uxbridge,35085,Jennifer,,Pickering--Uxbridge,Liberal,Ontario,222,O'Connell,59381,validés,validated,29757
107,51.3,Libéral,Kanata--Carleton,35041,Karen,,Kanata--Carleton,Liberal,Ontario,191,McCrimmon,63514,validés,validated,32477
108,6.8,NPD-Nouveau Parti démocratique,Kanata--Carleton,35041,John,,Kanata--Carleton,NDP-New Democratic Party,Ontario,191,Hansen,63514,validés,validated,4313
109,39.2,Conservateur,Kanata--Carleton,35041,Walter,,Kanata--Carleton,Conservative,Ontario,191,Pamic,63514,validés,validated,24829
110,2.7,Parti Vert,Kanata--Carleton,35041,Andrew,,Kanata--Carleton,Green Party,Ontario,191,West,63514,validés,validated,1704
111,3,Parti Vert,Calgary Forest Lawn,48006,Judson,,Calgary Forest Lawn,Green Party,Alberta,345,Hansell,41392,validés,validated,1229
112,1,Communiste,Calgary Forest Lawn,48006,Jason,,Calgary Forest Lawn,Communist,Alberta,345,Devine,41392,validés,validated,390
113,2,Libertarien,Calgary Forest Lawn,48006,Matt,,Calgary Forest Lawn,Libertarian,Alberta,345,Badura,41392,validés,validated,832
114,48,Conservateur,Calgary Forest Lawn,48006,Deepak,,Calgary Forest Lawn,Conservative,Alberta,345,Obhrai,41392,validés,validated,19694
115,.3,Avancement de la Démocratie,Calgary Forest Lawn,48006,Max,,Calgary Forest Lawn,Democratic Advancement,Alberta,345,Veress,41392,validés,validated,134
116,36,Libéral,Calgary Forest Lawn,48006,Cam,,Calgary Forest Lawn,Liberal,Alberta,345,Stewart,41392,validés,validated,14762
117,9.8,NPD-Nouveau Parti démocratique,Calgary Forest Lawn,48006,Abdou,,Calgary Forest Lawn,NDP-New Democratic Party,Alberta,345,Souraya,41392,validés,validated,4006
118,8.4,Bloc Québécois,Outremont,24054,Roger,,Outremont,Bloc Québécois,Quebec,426,Galland Barou,44045,validés,validated,3668
119,3.6,Parti Vert,Outremont,24054,Amara,,Outremont,Green Party,Quebec,426,Diallo,44045,validés,validated,1575
120,33.5,Libéral,Outremont,24054,Rachel,,Outremont,Liberal,Quebec,426,Bendayan,44045,validés,validated,14597
121,9.5,Conservateur,Outremont,24054,Rodolphe,,Outremont,Conservative,Quebec,426,Husny,44045,validés,validated,4159
122,.4,Communiste,Outremont,24054,Adrien,,Outremont,Communist,Quebec,426,Welsh,44045,validés,validated,162
123,.5,Libertarien,Outremont,24054,Francis,,Outremont,Libertarian,Quebec,426,Pouliot,44045,validés,validated,216
124,44.1,NPD-Nouveau Parti démocratique,Outremont,24054,Tom,,Outremont,NDP-New Democratic Party,Quebec,426,Mulcair,44045,validés,validated,19242
125,5.8,Parti Vert,Vancouver Centre,59034,Lisa,,Vancouver-Centre,Green Party,British Columbia,247,Barrett,58295,validés,validated,3370
126,20,NPD-Nouveau Parti démocratique,Vancouver Centre,59034,Constance,,Vancouver-Centre,NDP-New Democratic Party,British Columbia,247,Barnes,58295,validés,validated,11618
127,16.9,Conservateur,Vancouver Centre,59034,Elaine,,Vancouver-Centre,Conservative,British Columbia,247,Allan,58295,validés,validated,9818
128,1.1,Libertarien,Vancouver Centre,59034,John,,Vancouver-Centre,Libertarian,British Columbia,247,Clarke,58295,validés,validated,614
129,.1,Marxiste-Léniniste,Vancouver Centre,59034,Michael,,Vancouver-Centre,Marxist-Leninist,British Columbia,247,Hill,58295,validés,validated,74
130,56.1,Libéral,Vancouver Centre,59034,Hedy,,Vancouver-Centre,Liberal,British Columbia,247,Fry,58295,validés,validated,32554
131,4.1,Parti Vert,Cloverdale--Langley City,59007,Scott,,Cloverdale--Langley City,Green Party,British Columbia,186,Anderson,54261,validés,validated,2195
132,45.5,Libéral,Cloverdale--Langley City,59007,John,,Cloverdale--Langley City,Liberal,British Columbia,186,Aldag,54261,validés,validated,24617
133,34.8,Conservateur,Cloverdale--Langley City,59007,Dean,,Cloverdale--Langley City,Conservative,British Columbia,186,Drysdale,54261,validés,validated,18800
134,15.7,NPD-Nouveau Parti démocratique,Cloverdale--Langley City,59007,Rebecca,,Cloverdale--Langley City,NDP-New Democratic Party,British Columbia,186,Smith,54261,validés,validated,8463
135,42.4,Libéral,Hastings--Lennox and Addington,35039,Mike,,Hastings--Lennox and Addington,Liberal,Ontario,199,Bossio,49996,validés,validated,21104
136,12.7,NPD-Nouveau Parti démocratique,Hastings--Lennox and Addington,35039,Betty,,Hastings--Lennox and Addington,NDP-New Democratic Party,Ontario,199,Bannon,49996,validés,validated,6348
137,41.9,Conservateur,Hastings--Lennox and Addington,35039,Daryl,,Hastings--Lennox and Addington,Conservative,Ontario,199,Kramp,49996,validés,validated,20879
138,2.9,Parti Vert,Hastings--Lennox and Addington,35039,Cam,,Hastings--Lennox and Addington,Green Party,Ontario,199,Mather,49996,validés,validated,1466
139,47.4,Conservateur,Leeds-Grenville-Thousand Islands and Rideau Lakes,35050,Gord,,Leeds-Grenville-Thousand Islands et Rideau Lakes,Conservative,Ontario,189,Brown,56625,validés,validated,26738
140,8.4,NPD-Nouveau Parti démocratique,Leeds-Grenville-Thousand Islands and Rideau Lakes,35050,Margaret,,Leeds-Grenville-Thousand Islands et Rideau Lakes,NDP-New Democratic Party,Ontario,189,Andrade,56625,validés,validated,4722
141,40.6,Libéral,Leeds-Grenville-Thousand Islands and Rideau Lakes,35050,Mary Jean,,Leeds-Grenville-Thousand Islands et Rideau Lakes,Liberal,Ontario,189,McFall,56625,validés,validated,22888
142,3.7,Parti Vert,Leeds-Grenville-Thousand Islands and Rideau Lakes,35050,Lorraine A.,,Leeds-Grenville-Thousand Islands et Rideau Lakes,Green Party,Ontario,189,Rekmans,56625,validés,validated,2088
143,12.4,Parti Vert,Fredericton,13003,Mary Lou,,Fredericton,Green Party,New Brunswick,188,Babineau,46910,validés,validated,5804
144,28.4,Conservateur,Fredericton,13003,Keith,,Fredericton,Conservative,New Brunswick,188,Ashfield,46910,validés,validated,13280
145,49.3,Libéral,Fredericton,13003,Matt,,Fredericton,Liberal,New Brunswick,188,DeCourcey,46910,validés,validated,23016
146,9.9,NPD-Nouveau Parti démocratique,Fredericton,13003,Sharon,,Fredericton,NDP-New Democratic Party,New Brunswick,188,Scott-Levesque,46910,validés,validated,4622
147,9.4,Bloc Québécois,Gatineau,24027,Philippe,,Gatineau,Bloc Québécois,Quebec,522,Boily,58322,validés,validated,5455
148,.3,Indépendant,Gatineau,24027,Guy J,,Gatineau,Independent,Quebec,522,Bellavance,58322,validés,validated,148
149,8.2,Conservateur,Gatineau,24027,Luc,,Gatineau,Conservative,Quebec,522,Angers,58322,validés,validated,4733
150,26.6,NPD-Nouveau Parti démocratique,Gatineau,24027,Françoise,,Gatineau,NDP-New Democratic Party,Quebec,522,Boivin,58322,validés,validated,15352
151,.2,Marxiste-Léniniste,Gatineau,24027,Pierre,,Gatineau,Marxist-Leninist,Quebec,522,Soublière,58322,validés,validated,94
152,53.8,Libéral,Gatineau,24027,Steven,,Gatineau,Liberal,Quebec,522,MacKinnon,58322,validés,validated,31076
153,1.6,Parti Vert,Gatineau,24027,Guy,,Gatineau,Green Party,Quebec,522,Dostaler,58322,validés,validated,942
154,25.4,Libéral,Beauport--Limoilou,24008,Antoine,,Beauport--Limoilou,Liberal,Quebec,941,Bujold,51499,validés,validated,12854
155,30.6,Conservateur,Beauport--Limoilou,24008,Alupa,,Beauport--Limoilou,Conservative,Quebec,941,Clarke,51499,validés,validated,15461
156,14.8,Bloc Québécois,Beauport--Limoilou,24008,Doni,,Beauport--Limoilou,Bloc Québécois,Quebec,941,Berberi,51499,validés,validated,7467
157,.8,Libertarien,Beauport--Limoilou,24008,Francis,,Beauport--Limoilou,Libertarian,Quebec,941,Bedard,51499,validés,validated,423
158,25.5,NPD-Nouveau Parti démocratique,Beauport--Limoilou,24008,Raymond,,Beauport--Limoilou,NDP-New Democratic Party,Quebec,941,Côté,51499,validés,validated,12881
159,.3,Marxiste-Léniniste,Beauport--Limoilou,24008,Claude,,Beauport--Limoilou,Marxist-Leninist,Quebec,941,Moreau,51499,validés,validated,128
160,.2,Forces et Démocratie - Allier les forces de nos régions,Beauport--Limoilou,24008,Bladimir,,Beauport--Limoilou,Forces et Démocratie - Allier les forces de nos régions,Quebec,941,Laborit,51499,validés,validated,124
161,2.4,Parti Vert,Beauport--Limoilou,24008,Dalila,,Beauport--Limoilou,Green Party,Quebec,941,Elhak,51499,validés,validated,1220
162,.2,Communiste,University--Rosedale,35110,Drew,,University--Rosedale,Communist,Ontario,300,Garvie,56225,validés,validated,125
163,28.6,NPD-Nouveau Parti démocratique,University--Rosedale,35110,Jennifer,,University--Rosedale,NDP-New Democratic Party,Ontario,300,Hollett,56225,validés,validated,15988
164,49.8,Libéral,University--Rosedale,35110,Chrystia,,University--Rosedale,Liberal,Ontario,300,Freeland,56225,validés,validated,27849
165,.2,Le Lien,University--Rosedale,35110,David,,University--Rosedale,The Bridge,Ontario,300,Berlin,56225,validés,validated,122
166,17.5,Conservateur,University--Rosedale,35110,Karim,,University--Rosedale,Conservative,Ontario,300,Jivraj,56225,validés,validated,9790
167,2.9,Parti Vert,University--Rosedale,35110,Nick,,University--Rosedale,Green Party,Ontario,300,Wright,56225,validés,validated,1641
168,.4,Libertarien,University--Rosedale,35110,Jesse,,University--Rosedale,Libertarian,Ontario,300,Waslowski,56225,validés,validated,233
169,.2,Animal Alliance/Environment Voters,University--Rosedale,35110,Simon,,University--Rosedale,Animal Alliance/Environment Voters,Ontario,300,Luisi,56225,validés,validated,126
170,.1,Marxiste-Léniniste,University--Rosedale,35110,Steve,,University--Rosedale,Marxist-Leninist,Ontario,300,Rutchinski,56225,validés,validated,51
171,49.7,Libéral,Waterloo,35112,Bardish,,Waterloo,Liberal,Ontario,198,Chagger,60047,validés,validated,29752
172,32.3,Conservateur,Waterloo,35112,Peter,,Waterloo,Conservative,Ontario,198,Braid,60047,validés,validated,19318
173,14.9,NPD-Nouveau Parti démocratique,Waterloo,35112,Diane,,Waterloo,NDP-New Democratic Party,Ontario,198,Freeman,60047,validés,validated,8928
174,2.9,Parti Vert,Waterloo,35112,Richard,,Waterloo,Green Party,Ontario,198,Walsh,60047,validés,validated,1713
175,.2,Animal Alliance/Environment Voters,Waterloo,35112,Emma,,Waterloo,Animal Alliance/Environment Voters,Ontario,198,Hawley-Yan,60047,validés,validated,138
176,2.6,Parti Vert,Souris--Moose Mountain,47013,Bob,,Souris--Moose Mountain,Green Party,Saskatchewan,126,Deptuck,37642,validés,validated,994
177,13.5,Libéral,Souris--Moose Mountain,47013,Steven,,Souris--Moose Mountain,Liberal,Saskatchewan,126,Bebbington,37642,validés,validated,5076
178,70.1,Conservateur,Souris--Moose Mountain,47013,Robert Gordon,,Souris--Moose Mountain,Conservative,Saskatchewan,126,Kitchen,37642,validés,validated,26315
179,13.7,NPD-Nouveau Parti démocratique,Souris--Moose Mountain,47013,Vicky,,Souris--Moose Mountain,NDP-New Democratic Party,Saskatchewan,126,O'Dell,37642,validés,validated,5131
180,.6,Indépendant,London--Fanshawe,35051,Ali,,London--Fanshawe,Independent,Ontario,283,Hamadi,55028,validés,validated,352
181,27.2,Conservateur,London--Fanshawe,35051,Suzanna,,London--Fanshawe,Conservative,Ontario,283,Dieleman,55028,validés,validated,14891
182,37.8,NPD-Nouveau Parti démocratique,London--Fanshawe,35051,Irene,,London--Fanshawe,NDP-New Democratic Party,Ontario,283,Mathyssen,55028,validés,validated,20684
183,31.4,Libéral,London--Fanshawe,35051,Khalil,,London--Fanshawe,Liberal,Ontario,283,Ramal,55028,validés,validated,17214
184,2.9,Parti Vert,London--Fanshawe,35051,Matthew,,London--Fanshawe,Green Party,Ontario,283,Peloza,55028,validés,validated,1604
185,38.8,Libéral,Bruce--Grey--Owen Sound,35014,Kimberley,,Bruce--Grey--Owen Sound,Liberal,Ontario,212,Love,56545,validés,validated,21879
